record_id,scraped_at,country,platform,platform_type,page_number,source_url,thread_id,thread_or_video_title,post_id,parent_post_id,author_id,author_username,post_date,post_date_normalized,content_original,Initial_Translation,car_brand,car_model,car_segment,Initial_parameter,Initial_sentiment,has_media,media_urls,like_count,reply_count,share_count,view_count,is_thread_opener,star_rating,star_rating_max,star_rating_available,scraper_version,raw_html_hash,enriched_content,has_context,is_semantic_duplicate,duplicate_of_id,similarity_score,content_quality_flag,wow_signal_hits,category,parameter,sentiment,confidence,is_wow_factor,review_flag,focus_model,content_english,translation_status,translation_source,is_substantial,engagement_raw,engagement_score,sentiment_weight,wow_factor_score,wow_score_tier
15a3c73f-3277-4e98-9403-5268b9f23b09,46203.73907,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=1tuG6IQ4l74&pp=ygUbVHVjc29uLCBTcG9ydGFnZSBWaeG7h3QgTmFt,1tuG6IQ4l74,"Kia Sportage v? Vi?t Nam, d?p n?n 'bia l?c' trên Hyundai Tucson?",,1tuG6IQ4l74,https://www.youtube.com/@tinnhanhxehoi745,@tinnhanhxehoi745,4 tahun yang lalu,01/07/2022,"M?i các bác ghé shop ?? ch?i, trang trí xe h?i ??p r? t?i ?ây: https://shope.ee/6A62ip2Jlp",,Hyundai,Tucson,C-SUV,,Neutral,FALSE,,0,0,0,0,TRUE,,,FALSE,youtube_scraper_v2,,"M?i các bác ghé shop ?? ch?i, trang trí xe h?i ??p r? t?i ?ây: https://shope.ee/6A62ip2Jlp",FALSE,FALSE,,,KEEP,,Other,Accessories,Neutral,0.3,FALSE,LOW_CONFIDENCE,Tucson,,skipped_not_substantial,,FALSE,,,,,
7ceeb299-c576-47aa-8557-d8df8b2da506,46203.73907,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=1tuG6IQ4l74&pp=ygUbVHVjc29uLCBTcG9ydGFnZSBWaeG7h3QgTmFt,1tuG6IQ4l74,"Kia Sportage v? Vi?t Nam, d?p n?n 'bia l?c' trên Hyundai Tucson?",,1tuG6IQ4l74,https://www.youtube.com/@jakochi1356,@jakochi1356,4 tahun yang lalu,01/07/2022,Mua xe ???c t?ng kèm 1 thùng bia v?i b?ch l?c thì ngon nh?t r?i . H? m?n khách nên m?i nh? v?y ?ó . Kkka,,Hyundai,Tucson,C-SUV,,Neutral,FALSE,,3,0,0,0,TRUE,,,FALSE,youtube_scraper_v2,,Mua xe ???c t?ng kèm 1 thùng bia v?i b?ch l?c thì ngon nh?t r?i . H? m?n khách nên m?i nh? v?y ?ó . Kkka,FALSE,FALSE,,,KEEP,ngon(100.0%),Value Perception; Brand Perception,Promotional Gift; After Sales Service,Positive,0.8,FALSE,OK,Tucson,"Buying a car and getting a free case of beer along with a white deer is the best. They are hospitable, so they do that. Haha.",ok,auto,TRUE,0.916290732,4.46,0.8,42.23,MEDIUM
88d35f43-b90d-48e8-8b0a-86511fc48039,46203.73907,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=1tuG6IQ4l74&pp=ygUbVHVjc29uLCBTcG9ydGFnZSBWaeG7h3QgTmFt,1tuG6IQ4l74,"Kia Sportage v? Vi?t Nam, d?p n?n 'bia l?c' trên Hyundai Tucson?",,1tuG6IQ4l74,https://www.youtube.com/@viethungnguyen7992,@viethungnguyen7992,4 tahun yang lalu,01/07/2022,Vãi bà BTV ch? s? mo men xo?n bà ?y ??c là nano mét m?i vãi...,,Hyundai,Tucson,C-SUV,,Neutral,FALSE,,1,0,0,0,TRUE,,,FALSE,youtube_scraper_v2,,Vãi bà BTV ch? s? mo men xo?n bà ?y ??c là nano mét m?i vãi...,FALSE,FALSE,,,KEEP,,Powertrain / Performance,Torque,Positive,0.6,TRUE,LOW_CONFIDENCE,Tucson,"Wow, that TV presenter read the torque figure as nanometers, that's insane...",ok,auto,TRUE,0.693147181,3.37,0.6,31.68,LOW
cf911c0d-4a1c-4187-b311-c9cdd7779c33,46203.73907,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=1tuG6IQ4l74&pp=ygUbVHVjc29uLCBTcG9ydGFnZSBWaeG7h3QgTmFt,1tuG6IQ4l74,"Kia Sportage v? Vi?t Nam, d?p n?n 'bia l?c' trên Hyundai Tucson?",,1tuG6IQ4l74,https://www.youtube.com/@cuongtruongdinhcuong1503,@cuongtruongdinhcuong1503,4 tahun yang lalu,01/07/2022,?oi mãi mà ?âu th?y xe v? ?âu,,Hyundai,Tucson,C-SUV,,Neutral,FALSE,,1,0,0,0,TRUE,,,FALSE,youtube_scraper_v2,,?oi mãi mà ?âu th?y xe v? ?âu,FALSE,FALSE,,,KEEP,,Other,Delivery Experience,Negative,0.9,FALSE,OK,Tucson,,skipped_not_substantial,,FALSE,,,,,
0d953a66-ab1d-464f-889e-2bd4837c82c5,46203.73907,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=1tuG6IQ4l74&pp=ygUbVHVjc29uLCBTcG9ydGFnZSBWaeG7h3QgTmFt,1tuG6IQ4l74,"Kia Sportage v? Vi?t Nam, d?p n?n 'bia l?c' trên Hyundai Tucson?",,1tuG6IQ4l74,https://www.youtube.com/@Tr%E1%BB%8DngB%E1%BA%A3o-n9t,@Tr?ngB?o-n9t,4 tahun yang lalu,01/07/2022,??c ti?ng Anh chán quá. ?? ngh? nên thay ng??i thuy?t minh.,,Hyundai,Tucson,C-SUV,,Neutral,FALSE,,0,0,0,0,TRUE,,,FALSE,youtube_scraper_v2,,??c ti?ng Anh chán quá. ?? ngh? nên thay ng??i thuy?t minh.,FALSE,FALSE,,,KEEP,,New Tech,Voice Control,Negative,0.9,FALSE,OK,Tucson,Reading English is so boring. Suggest to replace the narrator.,ok,auto,TRUE,0,0,0,0,LOW
bc265c45-cd04-44f4-a952-4630c36cde67,46203.73907,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=1tuG6IQ4l74&pp=ygUbVHVjc29uLCBTcG9ydGFnZSBWaeG7h3QgTmFt,1tuG6IQ4l74,"Kia Sportage v? Vi?t Nam, d?p n?n 'bia l?c' trên Hyundai Tucson?",,1tuG6IQ4l74,https://www.youtube.com/@inhsonle5985,@inhsonle5985,4 tahun yang lalu,01/07/2022,"d?p cái gì, l?i thêm bia kèm l?c và bây gi?o nó ?ã thành thói quen cmnr",,Hyundai,Tucson,C-SUV,,Neutral,FALSE,,1,0,0,0,TRUE,,,FALSE,youtube_scraper_v2,,"d?p cái gì, l?i thêm bia kèm l?c và bây gi?o nó ?ã thành thói quen cmnr",FALSE,FALSE,,,KEEP,,Styling / Design,Exterior Design,Negative,0.6,FALSE,LOW_CONFIDENCE,Tucson,"What the hell, adding beer with peanuts and now it's become a damn habit.",ok,auto,TRUE,0.693147181,3.37,0,1.69,LOW
9418957a-d174-41b1-9712-d741e1c45c4f,46203.73907,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=1tuG6IQ4l74&pp=ygUbVHVjc29uLCBTcG9ydGFnZSBWaeG7h3QgTmFt,1tuG6IQ4l74,"Kia Sportage v? Vi?t Nam, d?p n?n 'bia l?c' trên Hyundai Tucson?",,1tuG6IQ4l74,https://www.youtube.com/@ToanNguyen-yq2gh,@ToanNguyen-yq2gh,4 tahun yang lalu,01/07/2022,Giá có th? r? hoen tuc s?n th?t nh?ng ch?c ch?n b? c?t nhi?u trang b?,,Hyundai,Tucson,C-SUV,,Neutral,FALSE,,0,0,0,0,TRUE,,,FALSE,youtube_scraper_v2,,Giá có th? r? hoen tuc s?n th?t nh?ng ch?c ch?n b? c?t nhi?u trang b?,FALSE,FALSE,,,KEEP,,Value Perception; Value Perception,Price; Feature Content,Neutral,0.9,FALSE,MIXED_SENTIMENT,Tucson,"The price may be cheaper than the actual product, but it definitely cuts a lot of features.",ok,auto,TRUE,0,0,0.27,13.5,LOW
23277e9b-07f1-4f88-8bec-541563f9a282,46203.73907,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=1tuG6IQ4l74&pp=ygUbVHVjc29uLCBTcG9ydGFnZSBWaeG7h3QgTmFt,1tuG6IQ4l74,"Kia Sportage v? Vi?t Nam, d?p n?n 'bia l?c' trên Hyundai Tucson?",,1tuG6IQ4l74,https://www.youtube.com/@khanhlynguyen802,@khanhlynguyen802,4 tahun yang lalu,01/07/2022,S? pót tít,,Hyundai,Tucson,C-SUV,,Neutral,FALSE,,0,0,0,0,TRUE,,,FALSE,youtube_scraper_v2,,S? pót tít,FALSE,FALSE,,,LOW_SIGNAL,,,,,,,,,,,,,,,,,
ff3c09e8-d4fc-4d82-a7b7-30a46c76ec66,46203.73907,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=1tuG6IQ4l74&pp=ygUbVHVjc29uLCBTcG9ydGFnZSBWaeG7h3QgTmFt,1tuG6IQ4l74,"Kia Sportage v? Vi?t Nam, d?p n?n 'bia l?c' trên Hyundai Tucson?",,1tuG6IQ4l74,https://www.youtube.com/@haobui6044,@haobui6044,4 tahun yang lalu,01/07/2022,Xe ??p th? này thì t?i gì mua tucson,,Hyundai,Tucson,C-SUV,,Neutral,FALSE,,2,745,0,0,TRUE,,,FALSE,youtube_scraper_v2,,Xe ??p th? này thì t?i gì mua tucson,FALSE,FALSE,,,KEEP,,Styling / Design,Exterior Design,Negative,0.9,FALSE,OK,Tucson,"With a car this beautiful, why would anyone buy a Tucson?",ok,auto,TRUE,11.02070069,53.66,0,26.83,LOW
a1136369-5288-4e8d-a5bb-fc0b1ee6610f,46203.73907,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=1tuG6IQ4l74&pp=ygUbVHVjc29uLCBTcG9ydGFnZSBWaeG7h3QgTmFt,1tuG6IQ4l74,"Kia Sportage v? Vi?t Nam, d?p n?n 'bia l?c' trên Hyundai Tucson?",,1tuG6IQ4l74,https://www.youtube.com/@tinnhanhxehoi745,@tinnhanhxehoi745,4 tahun yang lalu,01/07/2022,Chu?n luôn bác,,Hyundai,Tucson,C-SUV,,Neutral,FALSE,,0,0,0,0,FALSE,,,FALSE,youtube_scraper_v2,,Chu?n luôn bác,FALSE,FALSE,,,LOW_SIGNAL,,,,,,,,,,,,,,,,,
