record_id,content_original,focus_model,category,parameter,sentiment,confidence,is_wow_factor,review_flag
45323871-bdd5-4747-9851-f2372bf924e7,"D?, thông tin ?ó thì t?i em không n?m rõ, bác có th? liên h? tr?c ti?p ??i lý ?? ???c t? v?n k? h?n nha.",BYD M6,Other,General,Neutral,0,FALSE,NO ASPECT | NONSUBSTANTIAL
eb606119-d1e6-4d61-88cf-0fa0daf9bc92,ko xem h?t video à b?n :)),BYD M6,Other,General,Neutral,0,FALSE,NO ASPECT | NONSUBSTANTIAL
3c89e6e2-062d-4a38-b705-ecb75a236eb9,"Tôi không thích xe tàu, v?y thôi",BYD M6,Brand Perception,Country of Origin Image,Negative,0.95,FALSE,OK
2e9274d7-486a-432a-aeb2-ec67171fb99c,mình n?u mua thi ko b gi? mua xe tàu,BYD M6,Brand Perception,Country of Origin Image,Negative,0.95,FALSE,OK
fa849f69-510c-4f39-8334-57dfef092e7e,? @VanTran-kh9my ông thù lâu nh? lâu v?i vf à,BYD M6,Other,General,Neutral,0,FALSE,NO ASPECT | NONSUBSTANTIAL
0c3d8149-4a37-41a4-9945-c44b6f9e3186,@Nongthonbacbo1 cào phím sao? T?ng lái xe h? bao gi? ch?a v?y?,BYD M6,Other,General,Neutral,0,FALSE,NO ASPECT | NONSUBSTANTIAL
020a56d4-d6eb-4228-9b2e-82c14ffcad9c,? @themsy3913  nh?ng b?n x?c ? ?âu.... ? nhà thì b?t kh? kháng....,BYD M6,Other,General,Neutral,0,FALSE,NO ASPECT | NONSUBSTANTIAL
c11005ff-5dfd-48fa-9e7a-d386ef0e6622,"L?i m?y th?ng ?i lùa gà, lùa ???c m?y con gà r?i.",BYD M6,Other,General,Neutral,0,FALSE,NO ASPECT | NONSUBSTANTIAL
bd10cf7d-a612-4e1d-9f64-0afcc09df99f,T?i bu?i h?p hôm nay em ?ã ngh? mãi v? v?n ?? này bác ?.,BYD M6,Other,General,Neutral,0,FALSE,NO ASPECT | NONSUBSTANTIAL
b4541d99-4d4f-42d4-b127-6bbbbd941a1c,h? không nói n?u pin h? thì mua bao nhiêu ti?n. th?y nói bán g?n b?ng n?a giá xe.,BYD M6,Value Perception,Battery Replacement Cost,Negative,0.95,FALSE,OK
563954d7-6ed6-494a-8590-d9401793ed4f,Bán cái xe k có tr?m s?c,BYD M6,Value Perception,Charging Infrastructure,Negative,0.7,FALSE,OK
5b9be943-d27a-4484-aa58-87a9847e9880,tùy chân ông ?i th? nào nhi?u ông ?i g?n 500km c?ng ???c nhé,BYD M6,Powertrain / Performance,Battery Range,Positive,0.85,FALSE,OK
2d27aeb8-161d-4d76-a283-46309c009b5f,Ch?a c?n thi?t ! Ch?a ??t cho các hãng khác s?ng n?a !,BYD M6,Value Perception,Competitor Comparison,Negative,0.9,FALSE,OK
